Email_Sent,Called,Name,Business_Type,Address,City,Country,Phone,Website,Email,Email_Status,Email_Source,Email_Confidence,Google_Rating,Review_Count,Source,Zone,Distance_To_Stadium,Email_Lucas,Email_Anthony,Email_Jacob,Email_Opened
FALSE,FALSE,"Exclusivo Inn by OYO Grand Prairie, TX",hotel,"1802 W Main St, Grand Prairie, TX 75050, USA",Dallas-Arlington,USA,+1 347-752-4639,https://www.oyorooms.com/us/302603/?utm_source=GMB&utm_medium=Organic&utm_campaign=US_AAI001,suzanne.holmes@oyorooms.com,accept_all,hunter_search,94,3,32,google_places_enriched,arlington_hotels_zone,3.9 miles,"Hi Exclusivo Inn by OYO Grand Prairie, TX team,

There's a World Cup game 3.9 miles from Exclusivo Inn by OYO Grand Prairie, TX, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Exclusivo Inn by OYO Grand Prairie, TX specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Exclusivo Inn by OYO Grand Prairie, TX

Worth taking a look? I can send over a quick Exclusivo Inn by OYO Grand Prairie, TX snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Exclusivo Inn by OYO Grand Prairie, TX team,

There's a World Cup game 3.9 miles from Exclusivo Inn by OYO Grand Prairie, TX, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Exclusivo Inn by OYO Grand Prairie, TX specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Exclusivo Inn by OYO Grand Prairie, TX

Worth taking a look? I can send over a quick Exclusivo Inn by OYO Grand Prairie, TX snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Exclusivo Inn by OYO Grand Prairie, TX team,

There's a World Cup game 3.9 miles from Exclusivo Inn by OYO Grand Prairie, TX, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Exclusivo Inn by OYO Grand Prairie, TX specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Exclusivo Inn by OYO Grand Prairie, TX

Worth taking a look? I can send over a quick Exclusivo Inn by OYO Grand Prairie, TX snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Budget Host Inn,hotel,"1000 E Division St, Arlington, TX 76011, USA",Dallas-Arlington,USA,+1 817-459-2171,http://budgethost.com/hotels/Budget_Host_Inn_2_Arlington_TX.aspx,info@budgethost.com,valid,hunter_search,96,2.9,184,google_places_enriched,arlington_hotels_zone,0.6 miles,"Hi Budget Host Inn team,

There's a World Cup game 0.6 miles from Budget Host Inn, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Budget Host Inn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Budget Host Inn

Worth taking a look? I can send over a quick Budget Host Inn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Budget Host Inn team,

There's a World Cup game 0.6 miles from Budget Host Inn, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Budget Host Inn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Budget Host Inn

Worth taking a look? I can send over a quick Budget Host Inn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Budget Host Inn team,

There's a World Cup game 0.6 miles from Budget Host Inn, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Budget Host Inn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Budget Host Inn

Worth taking a look? I can send over a quick Budget Host Inn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Three Danes Inn,hotel,"712 May St, Fort Worth, TX 76104, USA",Dallas-Arlington,USA,+1 817-720-6365,http://www.threedanesinn.com/,stay@threedanesinn.com,valid,scraped_website,100,4.9,206,google_places_enriched,arlington_hotels_zone,14 miles,"Hi Three Danes Inn team,

There's a World Cup game 14 miles from Three Danes Inn, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Three Danes Inn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Three Danes Inn

Worth taking a look? I can send over a quick Three Danes Inn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Three Danes Inn team,

There's a World Cup game 14 miles from Three Danes Inn, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Three Danes Inn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Three Danes Inn

Worth taking a look? I can send over a quick Three Danes Inn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Three Danes Inn team,

There's a World Cup game 14 miles from Three Danes Inn, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Three Danes Inn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Three Danes Inn

Worth taking a look? I can send over a quick Three Danes Inn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Sandman Signature Dallas-Las Colinas Hotel & Suites,hotel,"1311 Meridian Dr, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 945-523-7263,https://www.sandmanhotels.com/signature-las-colinas?utm_source=google&utm_medium=maps&utm_campaign=signature_las_colinas,salesco_signaturefw@sandmanhotels.com,valid,hunter_search,98,4.9,203,google_places_enriched,las_colinas_zone,12 miles,"Hi Sandman Signature Dallas-Las Colinas Hotel & Suites team,

There's a World Cup game 12 miles from Sandman Signature Dallas-Las Colinas Hotel & Suites, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Sandman Signature Dallas-Las Colinas Hotel & Suites specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sandman Signature Dallas-Las Colinas Hotel & Suites

Worth taking a look? I can send over a quick Sandman Signature Dallas-Las Colinas Hotel & Suites snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Sandman Signature Dallas-Las Colinas Hotel & Suites team,

There's a World Cup game 12 miles from Sandman Signature Dallas-Las Colinas Hotel & Suites, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Sandman Signature Dallas-Las Colinas Hotel & Suites specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sandman Signature Dallas-Las Colinas Hotel & Suites

Worth taking a look? I can send over a quick Sandman Signature Dallas-Las Colinas Hotel & Suites snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Sandman Signature Dallas-Las Colinas Hotel & Suites team,

There's a World Cup game 12 miles from Sandman Signature Dallas-Las Colinas Hotel & Suites, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Sandman Signature Dallas-Las Colinas Hotel & Suites specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sandman Signature Dallas-Las Colinas Hotel & Suites

Worth taking a look? I can send over a quick Sandman Signature Dallas-Las Colinas Hotel & Suites snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Sonesta Simply Suites Dallas Las Colinas,hotel,"5300 Green Park Dr, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 972-714-9990,https://www.sonesta.com/sonesta-simply-suites/tx/irving/sonesta-simply-suites-dallas-las-colinas?utm_source=google&utm_medium=organic&utm_campaign=gmb,lellison@sonesta.com,accept_all,hunter_search,94,3.8,508,google_places_enriched,las_colinas_zone,12 miles,"Hi Sonesta Simply Suites Dallas Las Colinas team,

There's a World Cup game 12 miles from Sonesta Simply Suites Dallas Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Sonesta Simply Suites Dallas Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sonesta Simply Suites Dallas Las Colinas

Worth taking a look? I can send over a quick Sonesta Simply Suites Dallas Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Sonesta Simply Suites Dallas Las Colinas team,

There's a World Cup game 12 miles from Sonesta Simply Suites Dallas Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Sonesta Simply Suites Dallas Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sonesta Simply Suites Dallas Las Colinas

Worth taking a look? I can send over a quick Sonesta Simply Suites Dallas Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Sonesta Simply Suites Dallas Las Colinas team,

There's a World Cup game 12 miles from Sonesta Simply Suites Dallas Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Sonesta Simply Suites Dallas Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sonesta Simply Suites Dallas Las Colinas

Worth taking a look? I can send over a quick Sonesta Simply Suites Dallas Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Quality Suites Irving-Las Colinas,hotel,"1223 Greenway Cir, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 214-519-8617,https://www.choicehotels.com/texas/irving/comfort-suites-hotels/tx615?mc=llgoxxpx,tom.duffe@choicehotels.com,valid,hunter_search,99,3.5,596,google_places_enriched,las_colinas_zone,12 miles,"Hi Quality Suites Irving-Las Colinas team,

There's a World Cup game 12 miles from Quality Suites Irving-Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Quality Suites Irving-Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Quality Suites Irving-Las Colinas

Worth taking a look? I can send over a quick Quality Suites Irving-Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Quality Suites Irving-Las Colinas team,

There's a World Cup game 12 miles from Quality Suites Irving-Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Quality Suites Irving-Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Quality Suites Irving-Las Colinas

Worth taking a look? I can send over a quick Quality Suites Irving-Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Quality Suites Irving-Las Colinas team,

There's a World Cup game 12 miles from Quality Suites Irving-Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Quality Suites Irving-Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Quality Suites Irving-Las Colinas

Worth taking a look? I can send over a quick Quality Suites Irving-Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,The Lakehouse Waterfront Lounge,hotel,"221 E Las Colinas Blvd, Irving, TX 75039, USA",Dallas-Arlington,USA,+1 972-556-0800,https://www.omnihotels.com/hotels/dallas-las-colinas/dining/lakehouse-waterfront-lounge?utm_source=gmblisting&utm_medium=organic,sonya.cook@omnihotels.com,accept_all,hunter_search,94,4.7,20,google_places_enriched,las_colinas_zone,12 miles,"Hi The Lakehouse Waterfront Lounge team,

There's a World Cup game 12 miles from The Lakehouse Waterfront Lounge, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Lakehouse Waterfront Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Lakehouse Waterfront Lounge

Worth taking a look? I can send over a quick The Lakehouse Waterfront Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi The Lakehouse Waterfront Lounge team,

There's a World Cup game 12 miles from The Lakehouse Waterfront Lounge, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Lakehouse Waterfront Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Lakehouse Waterfront Lounge

Worth taking a look? I can send over a quick The Lakehouse Waterfront Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi The Lakehouse Waterfront Lounge team,

There's a World Cup game 12 miles from The Lakehouse Waterfront Lounge, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Lakehouse Waterfront Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Lakehouse Waterfront Lounge

Worth taking a look? I can send over a quick The Lakehouse Waterfront Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,The Ranch at Las Colinas,sports_bar,"857 W John Carpenter Fwy, Irving, TX 75039, USA",Dallas-Arlington,USA,+1 972-506-7262,http://theranchlc.com/,info@theranchlc.com,valid,scraped_website,100,4.6,7278,google_places_enriched,las_colinas_zone,13 miles,"Hi The Ranch at Las Colinas team,

There's a World Cup game 13 miles from The Ranch at Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Ranch at Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Ranch at Las Colinas

Worth taking a look? I can send over a quick The Ranch at Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi The Ranch at Las Colinas team,

There's a World Cup game 13 miles from The Ranch at Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Ranch at Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Ranch at Las Colinas

Worth taking a look? I can send over a quick The Ranch at Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi The Ranch at Las Colinas team,

There's a World Cup game 13 miles from The Ranch at Las Colinas, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Ranch at Las Colinas specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Ranch at Las Colinas

Worth taking a look? I can send over a quick The Ranch at Las Colinas snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Monaco,sports_bar,"Building 3, 5238 N O'Connor Blvd #134, Irving, TX 75039, USA",Dallas-Arlington,USA,+1 972-798-4800,http://themonacorestaurant.com/,ciao@themonacorestaurant.com,valid,scraped_website,100,4.7,432,google_places_enriched,las_colinas_zone,12 miles,"Hi Monaco team,

There's a World Cup game 12 miles from Monaco, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Monaco specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Monaco

Worth taking a look? I can send over a quick Monaco snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Monaco team,

There's a World Cup game 12 miles from Monaco, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Monaco specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Monaco

Worth taking a look? I can send over a quick Monaco snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Monaco team,

There's a World Cup game 12 miles from Monaco, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for Monaco specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Monaco

Worth taking a look? I can send over a quick Monaco snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,The Spirit Grille,sports_bar,"4030 N MacArthur Blvd #112, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 972-717-7575,http://www.spiritgrille.com/,mnevares@spiritgrille.com,accept_all,scraped_website,81,4.4,849,google_places_enriched,las_colinas_zone,11 miles,"Hi The Spirit Grille team,

There's a World Cup game 11 miles from The Spirit Grille, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Spirit Grille specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Spirit Grille

Worth taking a look? I can send over a quick The Spirit Grille snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi The Spirit Grille team,

There's a World Cup game 11 miles from The Spirit Grille, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Spirit Grille specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Spirit Grille

Worth taking a look? I can send over a quick The Spirit Grille snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi The Spirit Grille team,

There's a World Cup game 11 miles from The Spirit Grille, in less than 50 days, and 2× AT&T Stadium (160K) worth of fans coming to Dallas.

We're CrowdReady - a group of data scientists building actionable reports for Dallas businesses. We pulled the numbers for The Spirit Grille specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Spirit Grille

Worth taking a look? I can send over a quick The Spirit Grille snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Houston Tap Hall,sports_bar,"210 Glen Park St, Houston, TX 77009, USA",Houston,USA,+1 713-497-5608,https://htownbrewing.com/,info@htownbrewing.com,valid,hunter_search,77,4.5,108,seeded_real,texas_live_zone,0.7 miles,"Hi Houston Tap Hall team,

There's a World Cup game 0.7 miles from Houston Tap Hall, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Houston Tap Hall specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Houston Tap Hall

Worth taking a look? I can send over a quick Houston Tap Hall snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Houston Tap Hall team,

There's a World Cup game 0.7 miles from Houston Tap Hall, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Houston Tap Hall specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Houston Tap Hall

Worth taking a look? I can send over a quick Houston Tap Hall snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Houston Tap Hall team,

There's a World Cup game 0.7 miles from Houston Tap Hall, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Houston Tap Hall specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Houston Tap Hall

Worth taking a look? I can send over a quick Houston Tap Hall snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
